Text_Clean,Latitude,Longitude,Country,coordinates,city
im at the white ferry in london greater london ,51.489246,-0.14674600000000002,GB,"[51.489246, -0.14674600000000002]",Greater London
humour for the day ,53.83222560000001,-1.9580374,GB,"[53.83222560000001, -1.9580374]",West Yorkshire
 charity invites the public to see it s blind spot ,52.98941110000001,-2.1121898,GB,"[52.98941110000001, -2.1121898]",Stoke-on-Trent
"when trainers talk too much  
  anointedsweightlossjourney 
 awl 
 weightloss at puregym sydenham ",51.42735531,-0.0562439,GB,"[51.42735531, -0.0562439]",Greater London
royal slider   a beautiful modern example   devseo blog   ,54.0633,-2.88424,GB,"[54.0633, -2.88424]",Lancashire
just posted a photo at manchester united kingdom ,53.4667,-2.2333,GB,"[53.4667, -2.2333]",Greater Manchester
best practices for optimizing your facebook posts   ,54.0633,-2.88424,GB,"[54.0633, -2.88424]",Lancashire
this  accounting  job might be a great fit for you  accounting manager   commissions  amp  marketing ftc     ojobs,51.51720870000001,-0.6281116,GB,"[51.51720870000001, -0.6281116]",Slough
wind   mph nnw  barometer   mb steady  temperature    c  rain today   mm  humidity  ,57.1875,-7.39972222,GB,"[57.1875, -7.39972222]",Na h-Eileanan an Iar
  utc  temperature    c wind  nnw  mph ave  mph gust humidity    rain hourly   mm pressure   hpa falling slowly,50.744,-3.988,GB,"[50.744, -3.988]",Devon
youtube takes on facebook with   live videos with googles spatial audio feature   daily mail   seojoe,53.7442679,-1.59553911,GB,"[53.7442679, -1.59553911]",West Yorkshire
strikin a pose w the  towerbridge     at tower bridge ,51.50514919,-0.07558474,GB,"[51.50514919, -0.07558474]",Greater London
before it ever mattered at acap spears zone in southampton ,50.93626537,-1.39320438,GB,"[50.93626537, -1.39320438]",Southampton
"temp  c   rain today   mm  humidity    wind   mph nw  wind gust   mph  barometer   hpa  falling slowly  
 shetland",60.35555556,-1.26194444,GB,"[60.35555556, -1.26194444]",Shetland Islands
snakes of america tee   deepestpig   apparel  snakes  usa ,51.51330224,-0.13134784,GB,"[51.51330224, -0.13134784]",Greater London
  bst    c         mph ese   mm hr  hpa falling slowly ,51.365,-0.251,GB,"[51.365, -0.251]",Surrey
more than  elderly residents face uncertain future after care home is    benfleet  essex ,51.56933649,0.55495977,GB,"[51.56933649, 0.55495977]",Essex
so sad      ,51.5041344,-0.8217806000000001,GB,"[51.5041344, -0.8217806000000001]",Wokingham
"only  more sleep         our joint birthday weekend  going to be mega   love 
 missingmyman ",53.45004458,-2.3662692,GB,"[53.45004458, -2.3662692]",Greater Manchester
drinking an  hop men of the apocalypse by  at stourbridge town hall theatre   ,52.4571,-2.14767,GB,"[52.4571, -2.14767]",West Midlands
wind  km h ene  barometer   mb falling slowly  temperature    c  rain today   mm  humidity  ,51.37944444,0.09944444,GB,"[51.37944444, 0.09944444]",Greater London
  temp    c hum    dewp    c bar   hpa rain today  mm wind     km h,51.4450926,-0.4697116,GB,"[51.4450926, -0.4697116]",Surrey
im at terminal     in hounslow ,51.47066437,-0.45790672,GB,"[51.47066437, -0.45790672]",Greater London
those cables are way too thin for my taste    thisislondon  london  windowcleaning  skyscraper  ,51.5115204,-0.0837139,GB,"[51.5115204, -0.0837139]",Greater London
wind   mph ene  barometer   hpa falling slowly  temperature  c feels like  c  rain today   mm  humidity    f ,50.93638889,-0.17972222,GB,"[50.93638889, -0.17972222]",West Sussex
  temp   c rising  wind   mph nnw  gust   mphlight air  press   hpa falling slowly  rain   mm  hum    iwn,54.31638889,-5.72527778,GB,"[54.31638889, -5.72527778]","Newry, Mourne And Down"
want to work in  london view our latest opening    projectmgmt  delljobs  job  jobs  hiring  careerarc,51.5073509,-0.12775830000000002,GB,"[51.5073509, -0.12775830000000002]",Greater London
a little look at last weeks awesome shoot at  with model  and mikecyates  ,54.54194444,-1.91527778,GB,"[54.54194444, -1.91527778]",County Durham
this  businessmgmt  job might be a great fit for you  digital project manager     london  hiring  careerarc,51.5073509,-0.12775830000000002,GB,"[51.5073509, -0.12775830000000002]",Greater London
see our latest  glasgow uk  job and click to apply  principal ole design engineer     engineering  hiring,55.8656274,-4.2572227,GB,"[55.8656274, -4.2572227]",Glasgow City
 evesham wind   mph sse wind gust  mph  temperature  c  rain today   mm pressure  mb ,52.09805556,-1.93388889,GB,"[52.09805556, -1.93388889]",Worcestershire
latest data wind  mph ene press  mb falling slowly temp   c rain today  mm humidity   settled fine,52.44333333,1.40611111,GB,"[52.44333333, 1.40611111]",Norfolk
 london uk  insurance  job  estimator   up to   per day   london   transport at resourcing solutions   jobs,51.5001524,-0.12623620000000002,GB,"[51.5001524, -0.12623620000000002]",Greater London
calling all elizabeths fancy a  free day at the races go free at  perthfestival today st apr id required  th ,51.541589,-2.414323,GB,"[51.541589, -2.414323]",South Gloucestershire
resourcing solutions  transportation  job  planner  glasgow uk   jobs  hiring  careerarc,55.8656274,-4.2572227,GB,"[55.8656274, -4.2572227]",Glasgow City
if youre a  hr professional in  paisley check out this  job    hiring  careerarc,55.847258,-4.440114,GB,"[55.847258, -4.440114]",Renfrewshire
is amp s   uk  amp  ireland  renewal support technician  manchester   clerical  job  jobs  hiring  careerarc,53.4807593,-2.2426305,GB,"[53.4807593, -2.2426305]",Greater Manchester
 transportation  job alert  risk manager   transport   resourcing solutions    birmingham uk   jobs  hiring,52.48296139999999,-1.893592,GB,"[52.48296139999999, -1.893592]",West Midlands
heacham weather temp  c  amp  is rising low  c  amp  high  c pressure  mb  amp  is falling wind  mph e  amp  gust  mph rain today  mm ,52.90861111,0.47916667,GB,"[52.90861111, 0.47916667]",Norfolk
can you recommend anyone for this  job recruiting leader   europe     london  recruiting  hiring  careerarc,51.5073509,-0.12775830000000002,GB,"[51.5073509, -0.12775830000000002]",Greater London
 careerarc  facilitiesmgmt  job alert  maintenance electrician   hays    wiltshire uk   jobs  hiring,51.2462714,-1.9922127,GB,"[51.2462714, -1.9922127]",Wiltshire
want to work at at amp t were  hiring in  london click for details    accounting  job  jobs  careerarc,51.5073509,-0.12775830000000002,GB,"[51.5073509, -0.12775830000000002]",Greater London
 edinburgh uk  transportation  job  structural technician at hays   jobs  hiring  careerarc,55.9501755,-3.1875359,GB,"[55.9501755, -3.1875359]",Edinburgh
can you recommend anyone for this  job hr advisor     hemelhempstead  hr  hiring  careerarc,51.753241,-0.448632,GB,"[51.753241, -0.448632]",Hertfordshire
can you recommend anyone for this  job technical author   automotive  aerospace  rail rolling stock  marine    ,52.26713529999999,-1.4675216,GB,"[52.26713529999999, -1.4675216]",Warwickshire
registered nurse   rgn   sunrise senior living uk   solihull knowle   nursing  job  jobs  hiring  careerarc,52.386387,-1.732061,GB,"[52.386387, -1.732061]",West Midlands
temp   c  rain today   mm pressure   mb wind  mph forecast  fine becoming less settled ,52.27833333,-0.59694444,GB,"[52.27833333, -0.59694444]",Northamptonshire
critical project resourcing  art  job  signalling principle designer  birmingham uk   jobs  hiring  careerarc,52.48296139999999,-1.893592,GB,"[52.48296139999999, -1.893592]",West Midlands
   happy birthday eli     selfie  london  buckinghampalace at buckingham palace ,51.52575375,-0.13552666,GB,"[51.52575375, -0.13552666]",Greater London
 london uk  hospitality  job  catering appliance engineer   mobile at hays   jobs  hiring  careerarc,51.5001524,-0.12623620000000002,GB,"[51.5001524, -0.12623620000000002]",Greater London
can you recommend anyone for this  utilities  job   glasgow uk  hiring  careerarc,55.8656274,-4.2572227,GB,"[55.8656274, -4.2572227]",Glasgow City
wind   mph ne  barometer   hpa steady  temperature    c  rain today   mm  humidity  ,50.87722222,-2.94944444,GB,"[50.87722222, -2.94944444]",Somerset
o  lawyer   legal counsel  leedsorslough   legal  job  jobs  hiring  careerarc,51.5105384,-0.5950406,GB,"[51.5105384, -0.5950406]",Slough
wind  mph wnw  barometer   mb rising slowly  temperature    c  rain today  mm  humidity  ,59.2425,-2.58777778,GB,"[59.2425, -2.58777778]",Orkney
wind   mph ene  barometer   hpa falling slowly  temperature    c  rain today   mm  humidity  ,51.37083333,1.42333333,GB,"[51.37083333, 1.42333333]",Kent
tmp   c wind mph press  mb cloud  ft rain  mm humidity   fairly fine showery later  ukweather,51.33222222,-0.55777778,GB,"[51.33222222, -0.55777778]",Surrey
dalton in furness is a small lancashire town a place of  people at the  census   ,54.1544,-3.1814,GB,"[54.1544, -3.1814]",Cumbria
today  mostly cloudy in the morning becoming mostly cloudy to cloudy in the aftrnn  brzy and mld  hgh   wnd ne arnd  k gstng t  k ,50.88416667,-3.37361111,GB,"[50.88416667, -3.37361111]",Devon
"temp   c 
wind mph ene 
rain today  mm 
rain year  mm 
pressure  mb falling slowly 
fairly fine showery later",51.13277778,0.86305556,GB,"[51.13277778, 0.86305556]",Kent
temp   c  wind  m s  press  mb falling  rain today  mm  f cast fairly fine showery later,55.84305556,-4.42888889,GB,"[55.84305556, -4.42888889]",Renfrewshire
wind   kts wnw  barometer   hpa falling slowly  temperature    c  rain today   mm  humidity  ,56.03277778,-3.36,GB,"[56.03277778, -3.36]",Fife
"wind   mph se
barometer   mb falling slowly
temperature    c
rain today   mm
humidity  
 cliffsend
 eustorm  ",51.33111111,1.36555556,GB,"[51.33111111, 1.36555556]",Kent
temp   c  wind  gt  ne at   mph  pressure   mb  rain   mm   mm hr  humidty    fine becoming less settled ,52.2675,0.18361111,GB,"[52.2675, 0.18361111]",Cambridgeshire
had a great night last night revelling in nostalgia at in case of fires first gig in years   ,54.59293,-5.9286699999999986,GB,"[54.59293, -5.9286699999999986]",Belfast
 weatherhutton  essex fine weather temp   c humid   wind  mph ne baro   hpa falling slowly rain today  mm,51.63166667,0.35833333,GB,"[51.63166667, 0.35833333]",Essex
"temp   c wchill   c
wind  mph gust  mph dir ene 
rain  mm  humid   pressure  mb falling 
 kent  folkestone",51.08833333,1.135,GB,"[51.08833333, 1.135]",Kent
"local weather at      
temp    c current wind gust       mph wind se
rainfall today   baro    amp  falling",52.25138889,0.10166667,GB,"[52.25138889, 0.10166667]",Cambridgeshire
morning tweeps heres your  brighton solar stats for thursday  april  sun rises at   and sets at    day length is   ,50.82694,-0.13583,GB,"[50.82694, -0.13583]",Brighton and Hove
"wind   mph ene gusting   mph 
barometer   mb falling slowly 
temp    c     c 
rain today   mm 
humidity  
 dyffry",53.28305556,-4.5625,GB,"[53.28305556, -4.5625]",Ynys Môn
"temp   c gust mph n
pressure  mb falling slowly 
rain today  mm month  mm
humidity   f cast fine becoming less settled",51.14277778,0.89305556,GB,"[51.14277778, 0.89305556]",Kent
wind   m s ese  barometer   mb falling slowly  temperature    c  rain today   mm  humidity  ,53.78,-2.06861111,GB,"[53.78, -2.06861111]",West Yorkshire
temp   c  wind  mph ese  barometer  mb falling slowly  rain today  mm  humidity   forecast fairly fine showery later,53.05527778,-2.30111111,GB,"[53.05527778, -2.30111111]",Staffordshire
wind   mph ene  barometer   hpa falling slowly  temperature    c  rain today   mm  humidity  ,51.49861111,-0.54194444,GB,"[51.49861111, -0.54194444]",Slough
 porthmadog  ukweather wind  km h ene  pres   mb falling  temp   c  rain today  mm humid    thu    whr,52.93111111,-4.13111111,GB,"[52.93111111, -4.13111111]",Gwynedd
 cleeve weather  wind  km h ese  pres   mb steady  temp   c  rain today  mm humid    thu  ,51.94805556,-2.06916667,GB,"[51.94805556, -2.06916667]",Gloucestershire
wind   mph s  barometer   mb steady  temperature    c  rain today  mm  humidity  ,54.67694444,-1.59833333,GB,"[54.67694444, -1.59833333]",County Durham
wind  kts      barometer   mb falling slowly  temperature    c  rain today   mm  humidity  ,52.33555556,0.91444444,GB,"[52.33555556, 0.91444444]",Suffolk
wind   mph n  barometer   hpa steady  temperature    c  rain today   mm  humidity  ,53.50194444,-1.47944444,GB,"[53.50194444, -1.47944444]",South Yorkshire
wind   mph nne  barometer   mb rising slowly  temperature    c  rain today  mm  humidity  ,53.41805556,-1.48805556,GB,"[53.41805556, -1.48805556]",South Yorkshire
latest data wind  mph nne press  mb falling slowly temp   c rain today  mm humidity          bungay  ukweather,52.44472222,1.43916667,GB,"[52.44472222, 1.43916667]",Suffolk
  temp   c feels like   c days high   c low   c rain  mm hr  mm hr wind   km h ne press  mb falling slowly,52.92472222,-1.53416667,GB,"[52.92472222, -1.53416667]",Derby
temp    c rising  wind maxlast mins  mph  pressure   hpa falling  rain today  mm  rainfall last hrs  mm   reigate,51.23444444,-0.2,GB,"[51.23444444, -0.2]",Surrey
  c wind  mph pressure  hpa falling slowly rain today  mm uv  forecast fine becoming less settled    lux,51.61722222,-0.60111111,GB,"[51.61722222, -0.60111111]",Buckinghamshire
temp   c wind  mph pressure   hpa falling slowly rain today  mm  forecast  occasional precipitation worsening,54.96166667,-1.49083333,GB,"[54.96166667, -1.49083333]",Tyne and Wear
temp  c wind    kts     rain today   mm  pressure    mb falling slowly  sunshine   hrs  brampton  cumbria  eustorm  ,54.935,-2.73361111,GB,"[54.935, -2.73361111]",Cumbria
wind  mph wnw  barometer  hpa steady  temperature   c  rain today  mm  forecast settled fine,57.33888889,-2.18416667,GB,"[57.33888889, -2.18416667]",Aberdeenshire
temp  c hum   wind  mph dir wnw pres   hpa falling slowly rain   uv  sol  light   forcast changeable some precipitation,53.64833333,-1.82166667,GB,"[53.64833333, -1.82166667]",West Yorkshire
wind   mph n  barometer   mb steady  temperature    c  rain today   mm  humidity  ,50.80194444,-1.19027778,GB,"[50.80194444, -1.19027778]",Hampshire
"wind   mph ne  barometer   mb steady  temp   c  rain today   mm  hum  
 sheffield  weather ",53.06666667,-1.06666667,GB,"[53.06666667, -1.06666667]",Nottinghamshire
"hrs forecast settled fine
temp   c uv  
baro  hpa steady
windgust  mph nne
rainday  mm
sunset  hrs
 thurrock",51.49972222,0.25027778,GB,"[51.49972222, 0.25027778]",Essex
"wind   mph ene
barometer   mb falling
temperature   c
rain today   mm
humidity   
 clacton  weather
",51.81361111,1.16888889,GB,"[51.81361111, 1.16888889]",Essex
wind   mph n  barometer   mb falling slowly  temperature    c  rain today   mm  humidity  ,50.16361111,-5.19805556,GB,"[50.16361111, -5.19805556]",Cornwall
  bst  temperature    c wind  nne  mph ave  mph gust humidity    rain hourly   mm pressure   hpa steady,51.364968,-2.907922,GB,"[51.364968, -2.907922]",North Somerset
"temp   c  
high   c  
low   c
wind  mph sw
gust  mph
pressure    
rain   mm   
 wallsend",54.99944444,-1.54416667,GB,"[54.99944444, -1.54416667]",Tyne and Wear
temp   c  wind  mph n  barometer   hpa falling slowly  rain today   mm  humidity   cloudbase  ft  ystradgynlais  weather,51.78277778,-3.75583333,GB,"[51.78277778, -3.75583333]",Powys
 temp    c wind  mph pressure   mb falling slowly rain today  mm hum   fc  fine becoming less settled,51.97222222,0.78055556,GB,"[51.97222222, 0.78055556]",Suffolk
im at  in muswell hill greater london ,51.591385,-0.14265,GB,"[51.591385, -0.14265]",Greater London
im at  in stafford staffordshire ,52.81601725,-2.12409496,GB,"[52.81601725, -2.12409496]",Staffordshire
im at  bus in wednesfield wolverhampton ,52.57883869,-2.05399991,GB,"[52.57883869, -2.05399991]",West Midlands
temp  c wind   mph barometer   mb rain   mm humidity    ukweather ,55.0425,-1.48888889,GB,"[55.0425, -1.48888889]",Tyne and Wear
  temperature    c wind  n  mph ave  mph gust humidity    rain hourly   mm pressure   hpa rising slowly,50.95,-2.65,GB,"[50.95, -2.65]",Somerset
 happybirthdayyourmajesty is now trending in  birmingham ,52.483,-1.89359,GB,"[52.483, -1.89359]",West Midlands
persia by matisse and sadko is  nowplaying in anytime fitness bury bury ,53.59240359,-2.29538417,GB,"[53.59240359, -2.29538417]",Greater Manchester
drinking a stay puft by  at stourbridge town hall theatre   ,52.4571,-2.14767,GB,"[52.4571, -2.14767]",West Midlands
"explore dream discover 

 travelawesome  nomad  travel  trip  journey  journeynotdestination  ",51.5152824,-0.17295759,GB,"[51.5152824, -0.17295759]",Greater London
technical services manager   hays   glasgow uk   it  job  jobs  hiring  careerarc,55.8656274,-4.2572227,GB,"[55.8656274, -4.2572227]",Glasgow City
can you recommend anyone for this  job health  amp  safety manager     london uk  healthwelfare  hiring  careerarc,51.5001524,-0.12623620000000002,GB,"[51.5001524, -0.12623620000000002]",Greater London
interested in a  pharmaceutical  job near  london this could be a great fit    hiring  careerarc,51.5001524,-0.12623620000000002,GB,"[51.5001524, -0.12623620000000002]",Greater London
  bst   temp    c   wind  se  mph ave  mph gust   humidity      rain today    mm   pres   hpa falling slowly,52.417,-1.442,GB,"[52.417, -1.442]",West Midlands
 education  job alert  l amp d learning specialist   sales  amp  service ftc   o    sloughbathroad   jobs  hiring,51.51720870000001,-0.6281116,GB,"[51.51720870000001, -0.6281116]",Slough
interested in a  clerical  job near  reading this could be a great fit    hiring  careerarc,51.4542645,-0.9781303,GB,"[51.4542645, -0.9781303]",Reading
compliance teamleader  months   thermo fisher scientific   horsham   supplychain  job  jobs  hiring  careerarc,51.062883,-0.325858,GB,"[51.062883, -0.325858]",West Sussex
 sales  job alert  it solution sales regional manager   emerson electric co    london gb eng   jobs  hiring,51.5073509,-0.12775830000000002,GB,"[51.5073509, -0.12775830000000002]",Greater London
wind   mph ene  barometer   mb steady  temperature    c  rain today   mm  humidity  ,52.10194444,-4.14277778,GB,"[52.10194444, -4.14277778]",Sir Ceredigion
spring at queens park northwest london ,51.53445417,-0.21125195,GB,"[51.53445417, -0.21125195]",Greater London
the boys are also over the moon with this weather  lets hope it can hold on for our skye trip  ,55.987,-4.933,GB,"[55.987, -4.933]",Argyll and Bute Council
scoobie thursday  knockhill  tbt  scottishscoobies  cleanscene  impreza  ukdm  jdm at knockhill  ,56.13124820000001,-3.50778294,GB,"[56.13124820000001, -3.50778294]",Fife
the wond kids of st paul school   beatriceandthelondonbus  booktour    kidart  ,51.4930694,-0.1109233,GB,"[51.4930694, -0.1109233]",Greater London
  why was there no static caravan owners on caravan of the year then  ,50.6936675,-2.6958929,GB,"[50.6936675, -2.6958929]",Dorset
"wind   mph nne
barometer   mbfalling slowly 
temperature    c 
rain today   mm 
humidity  
at     ukweather  weathe",51.87472222,0.98694444,GB,"[51.87472222, 0.98694444]",Essex
thank you hannah  for having us   great  ,51.49898097,-0.07495989,GB,"[51.49898097, -0.07495989]",Greater London
good morning  sunny            london  quotes  marcelosays  have a wonderful  day mx at elgin  ,51.51273399,-0.20986885,GB,"[51.51273399, -0.20986885]",Greater London
  so sorry for your loss good luck with your charity mate  ,53.439235,-2.94712875,GB,"[53.439235, -2.94712875]",Merseyside
nights like that   efc  lfc part ,53.4584809,-2.9951592,GB,"[53.4584809, -2.9951592]",Merseyside
im actually not late for work for once  ,51.43996121,0.76277869,GB,"[51.43996121, 0.76277869]",Kent
rt  and if you go to a game to shout murderers at members of your own family and city you deserve many more part ,53.4584809,-2.9951592,GB,"[53.4584809, -2.9951592]",Merseyside
drinking a proteus vol  version  by  at stourbridge town hall theatre   ,52.4571,-2.14767,GB,"[52.4571, -2.14767]",West Midlands
new  recipe up on the blog today and it couldnt get simpler go check out my recipe for these  ,51.51330224,-0.13134784,GB,"[51.51330224, -0.13134784]",Greater London
little clip of yesterdays park session  investing in more torture equipment as the popularity of  ,51.51330224,-0.13134784,GB,"[51.51330224, -0.13134784]",Greater London
 bhp of  tdinorth  turbo  fn  honda  civic  typer  soon to be over   bhp between them  ,53.40688286,-2.53685245,GB,"[53.40688286, -2.53685245]",Warrington
interested in a  clerical  job near  derby this could be a great fit    hiring  careerarc,52.92517,-1.483684,GB,"[52.92517, -1.483684]",Derby
want to work at thermo fisher scientific were  hiring in  hemelhempstead click for details    education  job,51.753241,-0.448632,GB,"[51.753241, -0.448632]",Hertfordshire
  spa day treat    from    spa days with use of the martiott hotel gosforth park  ,55.03516295,-1.62162621,GB,"[55.03516295, -1.62162621]",Tyne and Wear
 businessmgmt  job alert  comms night supervisor   resourcing solutions    londonarena uk   jobs  hiring,51.5001524,-0.12623620000000002,GB,"[51.5001524, -0.12623620000000002]",Greater London
 were likely to see temperatures up to  c sunny intervals and a little wind   ,53.79648,-1.54785,GB,"[53.79648, -1.54785]",West Yorkshire
nearly there  of eye catching advertising great hire rates for your ad in nel location of  ,53.56389,-0.08739,GB,"[53.56389, -0.08739]",North East Lincolnshire
remember when scottiish labour proudly supported the considered will of the scottish people  smith will be spinning  ,56.14443876,-3.39121393,GB,"[56.14443876, -3.39121393]",Perth and Kinross
refying desire  by  jacolbysatterwhite     best video ive seen in a long time   we was  ,51.51592321,-0.07037943,GB,"[51.51592321, -0.07037943]",Greater London
" blackandwhite        weekschallenge  
i hate the part of the  ",51.60626963,-0.11709202,GB,"[51.60626963, -0.11709202]",Greater London
take me to church by hozier is  nowplaying in bull bedford   download it now at ,52.1202462,-0.4544525,GB,"[52.1202462, -0.4544525]",Bedford
 wishes hm the queen a very happy th birthday   queen  hmthequeen  ,51.50138889,-0.14166667,GB,"[51.50138889, -0.14166667]",Greater London
you choose   chocolate  chunky  chewy  gooey  caramel  oreo  mallows  heaven  foodies  ,51.5265503,-3.513,GB,"[51.5265503, -3.513]",Bridgend County Borough
wind  mph ne  barometer   mb falling slowly  temperature    c  rain today   in  humidity  ,53.31805556,-3.79222222,GB,"[53.31805556, -3.79222222]",Conwy Principal Area
happy bday to ol queenie  still ruling strong at ,52.70944325,-2.80690224,GB,"[52.70944325, -2.80690224]",Shropshire
wind   mph ese  barometer   mb falling slowly  temperature   c  rain today   mm  humidity     ,53.40638889,-3.11833333,GB,"[53.40638889, -3.11833333]",Merseyside
johnmanion    looking great pal  golfer  golf  instagolf  instagolfer  golflife  golfcoaching  ,53.3527603,-2.09058,GB,"[53.3527603, -2.09058]",Cheshire East
"mothers  go easy on yourself 
 awl
 anointedsweightlossjourney at puregym sydenham ",51.42735531,-0.0562439,GB,"[51.42735531, -0.0562439]",Greater London
quintiles  pharmaceutical   key account manager   diabetes and rare diseases   scotland     derbyshire england ,53.1046782,-1.5623885,GB,"[53.1046782, -1.5623885]",Derbyshire
see our latest  bristol avon  job and click to apply  surveyor  gloucester bristol bath amp taunton     skilledtrade,55.378051,-3.435973,GB,"[55.378051, -3.435973]",Dumfries and Galloway
 pma  collaboration   results at delamere forest cheshire ,53.19859079,-2.92806909,GB,"[53.19859079, -2.92806909]",Cheshire West and Chester
i love ,52.14548488,-0.85761148,GB,"[52.14548488, -0.85761148]",Northamptonshire
 repost  booom    check out this years medal for all you absolute legends that  ,51.49821182,-0.16730241,GB,"[51.49821182, -0.16730241]",Greater London
  change uk to students and nick would be about right,54.43416706,-6.45727045,GB,"[54.43416706, -6.45727045]","Armagh City, Banbridge And Craigavon"
  bst   temp    c   wind  ene  mph avg   mph gust   humidity      rain  hr   mm   pressure   hpa  falling slowly,51.808499,1.145904,GB,"[51.808499, 1.145904]",Essex
"just    a bit of blue hair  
hair by   

 makeupguru  motd  cosmetics  ",51.7314255,0.6757569,GB,"[51.7314255, 0.6757569]",Essex
behind the scenes of a typical photo shoot at small prints photography  babies generally sleep  ,57.2513349,-2.90664564,GB,"[57.2513349, -2.90664564]",Aberdeenshire
interested in a  insurance  job near  leeds uk this could be a great fit    hiring  careerarc,53.79963879999999,-1.5491221000000002,GB,"[53.79963879999999, -1.5491221000000002]",West Yorkshire
can you recommend anyone for this  healthwelfare  job   woking uk  hiring  careerarc,51.3168055,-0.5590801999999999,GB,"[51.3168055, -0.5590801999999999]",Surrey
were  hiring click to apply  senior accountant     accounting  paisley  job  jobs  careerarc,55.847258,-4.440114,GB,"[55.847258, -4.440114]",Renfrewshire
drinking a midnight oil by  at stourbridge town hall theatre   ,52.4571,-2.14767,GB,"[52.4571, -2.14767]",West Midlands
"temp   c 
hitemp   c
wind  mph
w chill   c
w gust  mph  
rain today  mm 
pressure   falling
 eustorm  ",53.1475,0.34555556,GB,"[53.1475, 0.34555556]",Lincolnshire
  utc  temperature    c wind  s  mph ave  mph gust humidity    rain hourly   mm pressure   hpa falling slowly,54.9618,-1.45898,GB,"[54.9618, -1.45898]",Tyne and Wear
 ways to perk the eff up in minutes flat   fitness ,51.48217862,-0.18016398,GB,"[51.48217862, -0.18016398]",Greater London
 footpath  morning  manchester at crumpsall park ,53.516355,-2.23460667,GB,"[53.516355, -2.23460667]",Greater Manchester
time to make some coffee or wash up you never really know         at story coffee ,51.46117247,-0.17442304,GB,"[51.46117247, -0.17442304]",Greater London
"the architecture inside this place is stunning  

 travel  traveling  throwback   tbt  ",51.54808565,-0.26089021,GB,"[51.54808565, -0.26089021]",Greater London
    woohoo thanks dec just in time for me day off too  ,52.57606060000001,-1.99662049,GB,"[52.57606060000001, -1.99662049]",West Midlands
  bst  temp    c feels   c wind  ssw  mph ave  mph gust humid    rain  hr   mm press   hpa falling slowly,53.68250275,-1.58371139,GB,"[53.68250275, -1.58371139]",West Yorkshire
"  bst  galgate
temp    c wind  sse  mph ave  mph gust rh     rain hr   mm press    hpa falling slowly",54.005871,-2.784528,GB,"[54.005871, -2.784528]",Lancashire
beautiful  illustration from vicky timon  anatomy  stretching the right  muscle in the right  ,51.46320128,-0.14045647,GB,"[51.46320128, -0.14045647]",Greater London
 accidentalart  paintinabucket  paint  beauty  drips  socialenterprise at seagulls paint ,53.80156199,-1.57209438,GB,"[53.80156199, -1.57209438]",West Yorkshire
god hodgson is a daft old duffer isnt he  vardy,51.48066286,0.243215,GB,"[51.48066286, 0.243215]",Essex
beautiful  illustration from vicky timon  anatomy  stretching the right  muscle in the right  ,51.46320128,-0.14045647,GB,"[51.46320128, -0.14045647]",Greater London
 careerarc  internship  job alert  intern   microbiologist   thermo fisher scientific    newport   jobs  hiring,51.584151,-2.997664,GB,"[51.584151, -2.997664]",Newport
if youre a  facilitiesmgmt professional in  glasgow uk check out this  job    hiring  careerarc,55.8656274,-4.2572227,GB,"[55.8656274, -4.2572227]",Glasgow City
beautiful  illustration from vicky timon  anatomy  stretching the right  muscle in the right  ,51.46320128,-0.14045647,GB,"[51.46320128, -0.14045647]",Greater London
i wonder how many times the queen has looked at big ben  happy th to englands grandma  ,51.5,-0.116667,GB,"[51.5, -0.116667]",Greater London
can you recommend anyone for this  job german speaking customer service support coordinator     lancashire  hiring,52.3555177,-1.1743197,GB,"[52.3555177, -1.1743197]",Northamptonshire
were  hiring read about our latest  job opening here  online team manager     prestonbrook  socialmedia  careerarc,53.3159407,-2.6536604,GB,"[53.3159407, -2.6536604]",Borough of Halton
part time warehouse operative early morning uk tamworth preload  am    am      ups   tamworth   labor,52.634292,-1.6907115,GB,"[52.634292, -1.6907115]",Staffordshire
if youre a  qa professional in  crawley west sussex check out this  job    hiring  careerarc,51.10914010000001,-0.1872275,GB,"[51.10914010000001, -0.1872275]",West Sussex
can you recommend anyone for this  job gatwick   part time warehouse operative early morning uk     london  labor,51.5001524,-0.12623620000000002,GB,"[51.5001524, -0.12623620000000002]",Greater London
can you recommend anyone for this  skilledtrade  job   cardiff  hiring  careerarc,51.481581,-3.17909,GB,"[51.481581, -3.17909]",Cardiff
heading to the big smoke           at thirsk railway station thi  ,54.22837306,-1.37294621,GB,"[54.22837306, -1.37294621]",North Yorkshire
drinking a full moko by  at stourbridge town hall theatre   ,52.4571,-2.14767,GB,"[52.4571, -2.14767]",West Midlands
well hello london  rvatravels  mfacegoestoeurope at london  lhr in hounslow london ,51.46971536,-0.45988083,GB,"[51.46971536, -0.45988083]",Greater London
"oxford street  early 
 london  londonthroughmycam  oxfordstreet  street  earlystart  ",51.515312,-0.142025,GB,"[51.515312, -0.142025]",Greater London
m j hornshill   j mollinsburn   queue   lanes restricted southbound indefinitely ,55.90692265,-4.12477357,GB,"[55.90692265, -4.12477357]",North Lanarkshire
 road   m j hornshill   j mollinsburn   queue   lanes restricted southbound indefinitely ,55.90692265,-4.12477357,GB,"[55.90692265, -4.12477357]",North Lanarkshire
